model_specification,horizon,dependent_variable,sample_size,event_count,r_squared,adjusted_r_squared,covariance_estimator,sample_label,status,term,coefficient,standard_error,ci_lower,ci_upper,p_value_context_only
targeted_shock_quadratic,5,convergence,173,173,0.017667337583184728,-0.017838662263206295,HC3,adequate_analysis_sample,estimated_confirmatory,const,0.01938794461724692,0.02466313267555634,-0.02895090717277649,0.06772679640727033,0.4318028232618347
targeted_shock_quadratic,5,convergence,173,173,0.017667337583184728,-0.017838662263206295,HC3,adequate_analysis_sample,estimated_confirmatory,EquipmentIndicator,-0.0019721720959161963,0.00741061834904981,-0.016496717163225497,0.012552372971393106,0.7901407295498523
targeted_shock_quadratic,5,convergence,173,173,0.017667337583184728,-0.017838662263206295,HC3,adequate_analysis_sample,estimated_confirmatory,ShockMagnitude,-0.005694858976517743,0.007744714249092522,-0.020874219975293255,0.00948450202225777,0.46214339667461446
targeted_shock_quadratic,5,convergence,173,173,0.017667337583184728,-0.017838662263206295,HC3,adequate_analysis_sample,estimated_confirmatory,SectorMomentum,-0.04713592563754105,0.05086143245294967,-0.1468225014474391,0.052550650172357,0.35405539992918666
targeted_shock_quadratic,5,convergence,173,173,0.017667337583184728,-0.017838662263206295,HC3,adequate_analysis_sample,estimated_confirmatory,VolumeMeasure,0.0014388836755938848,0.013184199710278595,-0.024401672921535576,0.027279440272723346,0.9130938481382295
targeted_shock_quadratic,5,convergence,173,173,0.017667337583184728,-0.017838662263206295,HC3,adequate_analysis_sample,estimated_confirmatory,EventDirection,0.005437218496060368,0.00842142197751788,-0.011068465278488756,0.02194290227060949,0.5185116330693866
targeted_shock_quadratic,5,convergence,173,173,0.017667337583184728,-0.017838662263206295,HC3,adequate_analysis_sample,estimated_confirmatory,ShockMagnitudeSquared,0.0003568246387977867,0.0005002237799139897,-0.0006235959540441234,0.001337245231639697,0.47564156550254677
primary_linear,5,initiator_reversal,173,173,0.028601822513691588,-0.0004819552553594342,HC3,adequate_analysis_sample,estimated_confirmatory,const,0.006242943631453376,0.01027874690088413,-0.013903030100482213,0.026388917363388966,0.5436091933099199
primary_linear,5,initiator_reversal,173,173,0.028601822513691588,-0.0004819552553594342,HC3,adequate_analysis_sample,estimated_confirmatory,EquipmentIndicator,-0.0105682383723693,0.006848584727082883,-0.023991217782522826,0.0028547410377842263,0.12279988098868369
primary_linear,5,initiator_reversal,173,173,0.028601822513691588,-0.0004819552553594342,HC3,adequate_analysis_sample,estimated_confirmatory,ShockMagnitude,-0.0008454356409098835,0.0015960306229624477,-0.003973598180139307,0.00228272689831954,0.5963120317605769
primary_linear,5,initiator_reversal,173,173,0.028601822513691588,-0.0004819552553594342,HC3,adequate_analysis_sample,estimated_confirmatory,SectorMomentum,-0.054594798187837384,0.045956668676913615,-0.1446682136440281,0.035478617268353316,0.23484819122955225
